"COUNTRY","INDICATOR","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2011","3.995","Units"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2012","4.024","Units"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2013","1.755","Units"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2014","0.736","Units"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2015","-1.973","Units"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2016","0.194","Units"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2017","1.827","Units"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2018","2.806","Units"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2019","2.198","Units"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2020","-2.654","Units"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2021","5.867","Units"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2022","-1.247","Units"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2023","3.649","Units"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2024","3.625","Units"
"Russian Federation","Gross domestic product (GDP), Constant prices, Percent change","Annual","2025","1.347","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2011","32.581","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2012","32.97","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2013","35.187","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2014","39.676","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2015","39.883","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2016","34.455","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2017","32.067","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2018","33.98","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2019","33.677","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2020","39.068","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2021","31.693","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2022","28.248","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2023","32.303","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2024","32.719","Units"
"Saudi Arabia","Expenditure, General government, Percent of GDP","Annual","2025","32.586","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2011","10.994","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2012","5.409","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2013","2.535","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2014","3.811","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2015","4.509","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2016","1.884","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2017","0.911","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2018","3.199","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2019","1.098","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2020","-3.582","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2021","5.075","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2022","7.486","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2023","-0.755","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2024","1.527","Units"
"Saudi Arabia","Gross domestic product (GDP), Constant prices, Percent change","Annual","2025","4.571","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2011","9.452","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2012","4.228","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2013","2","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2014","2.2","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2015","3.97","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2016","5.862","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2017","-0.308","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2018","8.777","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2019","-3.377","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2020","-14.452","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2021","5.674","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2022","24.112","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2023","-0.11","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2024","0.824","Units"
"Saudi Arabia","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2025","8.986","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2011","28.08","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2012","28.619","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2013","28.91","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2014","29.321","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2015","30.164","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2016","29.909","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2017","29.86","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2018","30.152","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2019","31.394","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2020","34.616","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2021","32.542","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2022","31.88","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2023","32.621","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2024","33.185","Units"
"South Africa","Expenditure, General government, Percent of GDP","Annual","2025","33.38","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2011","3.008","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2012","1.112","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2013","3.733","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2014","3.646","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2015","3.06","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2016","0.407","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2017","-0.273","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2018","2.748","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2019","-3.313","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2020","-12.004","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2021","9.651","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2022","6.818","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2023","3.732","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2024","3.498","Units"
"South Africa","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2025","3.613","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2011","3.169","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2012","2.396","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2013","2.485","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2014","1.414","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2015","1.322","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2016","0.665","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2017","1.158","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2018","1.557","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2019","0.26","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2020","-6.169","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2021","4.955","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2022","1.911","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2023","0.698","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2024","1.051","Units"
"South Africa","Gross domestic product (GDP), Constant prices, Percent change","Annual","2025","1.492","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2011","6.216","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2012","1.824","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2013","5.056","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2014","4.166","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2015","6.787","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2016","5.561","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2017","0.735","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2018","1.314","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2019","1.108","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2020","-4.957","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2021","4.355","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2022","7.51","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2023","3.619","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2024","4.014","Units"
"United Arab Emirates","Gross domestic product (GDP), Constant prices, Percent change","Annual","2025","5.052","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2011","30.293","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2012","28.382","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2013","29.561","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2014","32.25","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2015","27.239","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2016","32.775","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2017","28.136","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2018","26.692","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2019","28.449","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2020","31.131","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2021","26.39","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2022","23.133","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2023","23.273","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2024","23.491","Units"
"United Arab Emirates","Expenditure, General government, Percent of GDP","Annual","2025","23.653","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2011","17.366","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2012","17.505","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2013","8.639","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2014","5.971","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2015","4.339","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2016","5.722","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2017","0.759","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2018","-0.925","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2019","-0.174","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2020","-8.38","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2021","1.12","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2022","7.424","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2023","11.716","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2024","4.138","Units"
"United Arab Emirates","Exports of goods and services, Volume, Free on board (FOB), Percent change","Annual","2025","5.223","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2011","32.156","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2012","33.803","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2013","34.349","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2014","34.601","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2015","35.366","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2016","34.867","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2017","34.428","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2018","33.508","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2019","33.684","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2020","33.805","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2021","33.55","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2022","33.871","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2023","32.473","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2024","31.924","Units"
"Argentina","Revenue, General government, Percent of GDP","Annual","2025","33.84","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2011","6.636","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2012","5.404","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2013","6.204","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2014","6.329","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2015","9.03","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2016","8.74","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2017","3.446","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2018","3.665","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2019","3.733","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2020","3.212","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2021","8.302","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2022","9.28","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2023","4.594","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2024","4.272","Units"
"Brazil","All Items, Consumer price index (CPI), Period average, percent change","Annual","2025","3.586","Units"
"Argentina","All Items, Consumer price index (CPI), Period average, percent change","Annual","2011","9.775","Units"
"Argentina","All Items, Consumer price index (CPI), Period average, percent change","Annual","2012","10.043","Units"
"Argentina","All Items, Consumer price index (CPI), Period average, percent change","Annual","2013","10.619","Units"
"Argentina","All Items, Consumer price index (CPI), Period average, percent change","Annual","2017","25.675","Units"
"Argentina","All Items, Consumer price index (CPI), Period average, percent change","Annual","2018","34.277","Units"
"Argentina","All Items, Consumer price index (CPI), Period average, percent change","Annual","2019","53.548","Units"
"Argentina","All Items, Consumer price index (CPI), Period average, percent change","Annual","2020","42.015","Units"
"Argentina","All Items, Consumer price index (CPI), Period average, percent change","Annual","2021","48.409","Units"
"Argentina","All Items, Consumer price index (CPI), Period average, percent change","Annual","2022","72.431","Units"
"Argentina","All Items, Consumer price index (CPI), Period average, percent change","Annual","2023","133.489","Units"
"Argentina","All Items, Consumer price index (CPI), Period average, percent change","Annual","2024","229.824","Units"
"Argentina","All Items, Consumer price index (CPI), Period average, percent change","Annual","2025","62.665","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2011","36.626","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2012","36.958","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2013","36.359","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2014","35.151","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2015","36.91","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2016","37.513","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2017","36.328","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2018","37.191","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2019","38.184","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2020","34.542","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2021","37.74","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2022","39.481","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2023","37.802","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2024","39.304","Units"
"Brazil","Revenue, General government, Percent of GDP","Annual","2025","39.263","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2011","5.416","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2012","2.62","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2013","2.627","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2014","1.994","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2015","1.443","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2016","1.996","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2017","1.579","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2018","2.093","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2019","2.905","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2020","2.491","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2021","0.917","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2022","1.975","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2023","0.228","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2024","0.422","Units"
"China, People's Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2025","1.66","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2011","27.021","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2012","27.857","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2013","27.728","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2014","28.207","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2015","29.009","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2016","28.924","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2017","29.232","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2018","28.993","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2019","28.051","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2020","25.685","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2021","26.641","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2022","25.974","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2023","26.226","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2024","26.426","Units"
"China, People's Republic of","Revenue, General government, Percent of GDP","Annual","2025","26.568","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2011","20.948","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2012","19.72","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2013","20.607","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2014","23.169","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2015","20.895","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2016","19.172","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2017","20.655","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2018","19.656","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2019","19.302","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2020","18.227","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2021","18.588","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2022","18.922","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2023","16.973","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2024","16.638","Units"
"Egypt, Arab Republic of","Revenue, General government, Percent of GDP","Annual","2025","17.628","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2011","11.056","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2012","8.692","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2013","6.916","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2014","10.093","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2015","10.988","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2016","10.212","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2017","23.534","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2018","20.851","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2019","13.875","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2020","5.7","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2021","4.5","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2022","8.5","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2023","24.392","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2024","33.302","Units"
"Egypt, Arab Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2025","21.192","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2011","16.136","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2012","12.586","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2013","12.476","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2014","13.112","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2015","14.823","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2016","15.265","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2017","15.504","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2018","13.612","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2019","9.657","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2020","7.793","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2021","10.989","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2022","11.052","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2023","11.616","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2024","11.585","Units"
"Iran, Islamic Republic of","Revenue, General government, Percent of GDP","Annual","2025","11.598","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2011","25.309","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2012","29.31","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2013","32.853","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2014","14.532","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2015","11.146","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2016","6.843","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2017","8.235","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2018","26.916","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2019","34.787","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2020","36.458","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2021","40.187","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2022","45.75","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2023","40.692","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2024","31.667","Units"
"Iran, Islamic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","2025","29.5","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2011","8.112","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2012","10.049","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2013","9.383","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2014","5.833","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2015","4.908","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2016","4.525","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2017","3.587","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2018","3.414","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2019","4.769","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2020","6.165","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2021","5.506","Units"
"India","All Items, Consumer price index (CPI), Period average, percent change","Annual","2022","6.653","Units"
